Dynamic Position,Egt2RightPosX:,Egt2RightPosY:,Egt2RightPosZ:,Egt2LeftPosX:,Egt2LeftPosY:,Egt2LeftPosZ:
158,1.90972846,-4.769783495,0.7706759165,-1.90972846,-4.769783495,0.7706759165
159,1.72972846,-4.769783495,0.7706759165,-1.72972846,-4.769783495,0.7706759165
160,1.55972846,-4.769783495,0.7706759165,-1.55972846,-4.769783495,0.7706759165
161,1.39972846,-4.769783495,0.7706759165,-1.39972846,-4.769783495,0.7706759165
162,1.24972846,-4.769783495,0.7706759165,-1.24972846,-4.769783495,0.7706759165
163,1.10972846,-4.769783495,0.7706759165,-1.10972846,-4.769783495,0.7706759165
164,0.9797284604,-4.769783495,0.7706759165,-0.9797284604,-4.769783495,0.7706759165
165,0.8597284604,-4.769783495,0.7706759165,-0.8597284604,-4.769783495,0.7706759165
166,0.7497284604,-4.769783495,0.7706759165,-0.7497284604,-4.769783495,0.7706759165
167,0.6497284604,-4.769783495,0.7706759165,-0.6497284604,-4.769783495,0.7706759165
168,0.5597284604,-4.769783495,0.7706759165,-0.5597284604,-4.769783495,0.7706759165
169,0.3497284604,-4.769783495,0.7706759165,-0.3497284604,-4.769783495,0.7706759165
170,0.2997284604,-4.769783495,0.7706759165,-0.2997284604,-4.769783495,0.7706759165
171,0.2597284604,-4.769783495,0.7706759165,-0.2597284604,-4.769783495,0.7706759165
172,0.2297284604,-4.769783495,0.7706759165,-0.2297284604,-4.769783495,0.7706759165
173,0.2097284604,-4.769783495,0.7706759165,-0.2097284604,-4.769783495,0.7706759165
174,0.2297284604,-4.769783495,0.7706759165,-0.2297284604,-4.769783495,0.7706759165
175,0.2097284604,-4.769783495,0.7706759165,-0.2097284604,-4.769783495,0.7706759165
176,0.2297284604,-4.769783495,0.7706759165,-0.2297284604,-4.769783495,0.7706759165
177,0.2597284604,-4.769783495,0.7706759165,-0.2597284604,-4.769783495,0.7706759165
178,0.2997284604,-4.769783495,0.7706759165,-0.2997284604,-4.769783495,0.7706759165
179,0.3497284604,-4.769783495,0.7706759165,-0.3497284604,-4.769783495,0.7706759165
180,0.5597284604,-4.769783495,0.7706759165,-0.5597284604,-4.769783495,0.7706759165
181,0.6497284604,-4.769783495,0.7706759165,-0.6497284604,-4.769783495,0.7706759165
182,0.7497284604,-4.769783495,0.7706759165,-0.7497284604,-4.769783495,0.7706759165
183,0.8597284604,-4.769783495,0.7706759165,-0.8597284604,-4.769783495,0.7706759165
184,0.9797284604,-4.769783495,0.7706759165,-0.9797284604,-4.769783495,0.7706759165
185,1.10972846,-4.769783495,0.7706759165,-1.10972846,-4.769783495,0.7706759165
186,1.24972846,-4.769783495,0.7706759165,-1.24972846,-4.769783495,0.7706759165
187,1.39972846,-4.769783495,0.7706759165,-1.39972846,-4.769783495,0.7706759165
188,1.55972846,-4.769783495,0.7706759165,-1.55972846,-4.769783495,0.7706759165
189,1.72972846,-4.769783495,0.7706759165,-1.72972846,-4.769783495,0.7706759165
190,1.90972846,-4.769783495,0.7706759165,-1.90972846,-4.769783495,0.7706759165
191,2.09972846,-4.769783495,0.7706759165,-2.09972846,-4.769783495,0.7706759165
192,2.29972846,-4.769783495,0.7706759165,-2.29972846,-4.769783495,0.7706759165
193,2.50972846,-4.769783495,0.7706759165,-2.50972846,-4.769783495,0.7706759165
194,2.72972846,-4.769783495,0.7706759165,-2.72972846,-4.769783495,0.7706759165
195,2.95972846,-4.769783495,0.7706759165,-2.95972846,-4.769783495,0.7706759165
196,3.19972846,-4.769783495,0.7706759165,-3.19972846,-4.769783495,0.7706759165
197,3.44972846,-4.769783495,0.7706759165,-3.44972846,-4.769783495,0.7706759165
198,3.70972846,-4.769783495,0.7706759165,-3.70972846,-4.769783495,0.7706759165
199,3.97972846,-4.769783495,0.7706759165,-3.97972846,-4.769783495,0.7706759165
200,4.25972846,-4.769783495,0.7706759165,-4.25972846,-4.769783495,0.7706759165
201,4.54972846,-4.769783495,0.7706759165,-4.54972846,-4.769783495,0.7706759165
202,4.84972846,-4.769783495,0.7706759165,-4.84972846,-4.769783495,0.7706759165
203,5.15972846,-4.769783495,0.7706759165,-5.15972846,-4.769783495,0.7706759165
204,5.47972846,-4.769783495,0.7706759165,-5.47972846,-4.769783495,0.7706759165
205,5.80972846,-4.769783495,0.7706759165,-5.80972846,-4.769783495,0.7706759165
206,6.14972846,-4.769783495,0.7706759165,-6.14972846,-4.769783495,0.7706759165
207,6.49972846,-4.769783495,0.7706759165,-6.49972846,-4.769783495,0.7706759165
208,6.85972846,-4.769783495,0.7706759165,-6.85972846,-4.769783495,0.7706759165
209,7.22972846,-4.769783495,0.7706759165,-7.22972846,-4.769783495,0.7706759165
210,7.60972846,-4.769783495,0.7706759165,-7.60972846,-4.769783495,0.7706759165
211,7.99972846,-4.769783495,0.7706759165,-7.99972846,-4.769783495,0.7706759165
212,8.39972846,-4.769783495,0.7706759165,-8.39972846,-4.769783495,0.7706759165
213,8.80972846,-4.769783495,0.7706759165,-8.80972846,-4.769783495,0.7706759165
214,9.22972846,-4.769783495,0.7706759165,-9.22972846,-4.769783495,0.7706759165
215,9.65972846,-4.769783495,0.7706759165,-9.65972846,-4.769783495,0.7706759165
216,10.09972846,-4.769783495,0.7706759165,-10.09972846,-4.769783495,0.7706759165
217,10.54972846,-4.769783495,0.7706759165,-10.54972846,-4.769783495,0.7706759165
218,10.09972846,-4.769783495,0.7706759165,-10.09972846,-4.769783495,0.7706759165
219,9.65972846,-4.769783495,0.7706759165,-9.65972846,-4.769783495,0.7706759165
220,9.22972846,-4.769783495,0.7706759165,-9.22972846,-4.769783495,0.7706759165
221,8.80972846,-4.769783495,0.7706759165,-8.80972846,-4.769783495,0.7706759165
222,8.39972846,-4.769783495,0.7706759165,-8.39972846,-4.769783495,0.7706759165
223,7.99972846,-4.769783495,0.7706759165,-7.99972846,-4.769783495,0.7706759165
224,7.60972846,-4.769783495,0.7706759165,-7.60972846,-4.769783495,0.7706759165
225,7.22972846,-4.769783495,0.7706759165,-7.22972846,-4.769783495,0.7706759165
226,6.85972846,-4.769783495,0.7706759165,-6.85972846,-4.769783495,0.7706759165
227,6.49972846,-4.769783495,0.7706759165,-6.49972846,-4.769783495,0.7706759165
228,6.14972846,-4.769783495,0.7706759165,-6.14972846,-4.769783495,0.7706759165
229,5.80972846,-4.769783495,0.7706759165,-5.80972846,-4.769783495,0.7706759165
230,5.47972846,-4.769783495,0.7706759165,-5.47972846,-4.769783495,0.7706759165
231,5.15972846,-4.769783495,0.7706759165,-5.15972846,-4.769783495,0.7706759165
232,4.84972846,-4.769783495,0.7706759165,-4.84972846,-4.769783495,0.7706759165
233,4.54972846,-4.769783495,0.7706759165,-4.54972846,-4.769783495,0.7706759165
234,4.25972846,-4.769783495,0.7706759165,-4.25972846,-4.769783495,0.7706759165
235,3.97972846,-4.769783495,0.7706759165,-3.97972846,-4.769783495,0.7706759165
236,3.70972846,-4.769783495,0.7706759165,-3.70972846,-4.769783495,0.7706759165
237,3.44972846,-4.769783495,0.7706759165,-3.44972846,-4.769783495,0.7706759165
238,3.19972846,-4.769783495,0.7706759165,-3.19972846,-4.769783495,0.7706759165
239,2.95972846,-4.769783495,0.7706759165,-2.95972846,-4.769783495,0.7706759165
240,2.72972846,-4.769783495,0.7706759165,-2.72972846,-4.769783495,0.7706759165
241,2.50972846,-4.769783495,0.7706759165,-2.50972846,-4.769783495,0.7706759165
242,2.29972846,-4.769783495,0.7706759165,-2.29972846,-4.769783495,0.7706759165
243,2.09972846,-4.769783495,0.7706759165,-2.09972846,-4.769783495,0.7706759165
244,1.90972846,-4.769783495,0.7706759165,-1.90972846,-4.769783495,0.7706759165
245,1.72972846,-4.769783495,0.7706759165,-1.72972846,-4.769783495,0.7706759165
246,1.55972846,-4.769783495,0.7706759165,-1.55972846,-4.769783495,0.7706759165
247,1.39972846,-4.769783495,0.7706759165,-1.39972846,-4.769783495,0.7706759165
248,1.24972846,-4.769783495,0.7706759165,-1.24972846,-4.769783495,0.7706759165
249,1.10972846,-4.769783495,0.7706759165,-1.10972846,-4.769783495,0.7706759165
250,0.9797284604,-4.769783495,0.7706759165,-0.9797284604,-4.769783495,0.7706759165
251,0.8597284604,-4.769783495,0.7706759165,-0.8597284604,-4.769783495,0.7706759165
252,0.7497284604,-4.769783495,0.7706759165,-0.7497284604,-4.769783495,0.7706759165
253,0.6497284604,-4.769783495,0.7706759165,-0.6497284604,-4.769783495,0.7706759165
254,0.5597284604,-4.769783495,0.7706759165,-0.5597284604,-4.769783495,0.7706759165
255,0.2997284604,-4.769783495,0.7706759165,-0.2997284604,-4.769783495,0.7706759165
256,0.2597284604,-4.769783495,0.7706759165,-0.2597284604,-4.769783495,0.7706759165
257,0.2297284604,-4.769783495,0.7706759165,-0.2297284604,-4.769783495,0.7706759165
258,0.2097284604,-4.769783495,0.7706759165,-0.2097284604,-4.769783495,0.7706759165
259,0.2297284604,-4.769783495,0.7706759165,-0.2297284604,-4.769783495,0.7706759165
260,0.2097284604,-4.769783495,0.7706759165,-0.2097284604,-4.769783495,0.7706759165
261,0.2297284604,-4.769783495,0.7706759165,-0.2297284604,-4.769783495,0.7706759165
262,0.2097284604,-4.769783495,0.7706759165,-0.2097284604,-4.769783495,0.7706759165
263,0.2297284604,-4.769783495,0.7706759165,-0.2297284604,-4.769783495,0.7706759165
264,0.2597284604,-4.769783495,0.7706759165,-0.2597284604,-4.769783495,0.7706759165
265,0.2997284604,-4.769783495,0.7706759165,-0.2997284604,-4.769783495,0.7706759165
266,0.5597284604,-4.769783495,0.7706759165,-0.5597284604,-4.769783495,0.7706759165
267,0.6497284604,-4.769783495,0.7706759165,-0.6497284604,-4.769783495,0.7706759165
268,0.7497284604,-4.769783495,0.7706759165,-0.7497284604,-4.769783495,0.7706759165
269,0.8597284604,-4.769783495,0.7706759165,-0.8597284604,-4.769783495,0.7706759165
270,0.9797284604,-4.769783495,0.7706759165,-0.9797284604,-4.769783495,0.7706759165
271,1.10972846,-4.769783495,0.7706759165,-1.10972846,-4.769783495,0.7706759165
272,1.24972846,-4.769783495,0.7706759165,-1.24972846,-4.769783495,0.7706759165
273,1.39972846,-4.769783495,0.7706759165,-1.39972846,-4.769783495,0.7706759165
274,1.55972846,-4.769783495,0.7706759165,-1.55972846,-4.769783495,0.7706759165
275,1.72972846,-4.769783495,0.7706759165,-1.72972846,-4.769783495,0.7706759165
276,1.90972846,-4.769783495,0.7706759165,-1.90972846,-4.769783495,0.7706759165
277,2.09972846,-4.769783495,0.7706759165,-2.09972846,-4.769783495,0.7706759165
278,2.29972846,-4.769783495,0.7706759165,-2.29972846,-4.769783495,0.7706759165
279,2.50972846,-4.769783495,0.7706759165,-2.50972846,-4.769783495,0.7706759165
280,2.72972846,-4.769783495,0.7706759165,-2.72972846,-4.769783495,0.7706759165
281,2.95972846,-4.769783495,0.7706759165,-2.95972846,-4.769783495,0.7706759165
282,3.19972846,-4.769783495,0.7706759165,-3.19972846,-4.769783495,0.7706759165
283,3.44972846,-4.769783495,0.7706759165,-3.44972846,-4.769783495,0.7706759165
284,3.70972846,-4.769783495,0.7706759165,-3.70972846,-4.769783495,0.7706759165
285,3.97972846,-4.769783495,0.7706759165,-3.97972846,-4.769783495,0.7706759165
286,4.25972846,-4.769783495,0.7706759165,-4.25972846,-4.769783495,0.7706759165
287,4.54972846,-4.769783495,0.7706759165,-4.54972846,-4.769783495,0.7706759165
288,4.84972846,-4.769783495,0.7706759165,-4.84972846,-4.769783495,0.7706759165
289,5.15972846,-4.769783495,0.7706759165,-5.15972846,-4.769783495,0.7706759165
290,5.47972846,-4.769783495,0.7706759165,-5.47972846,-4.769783495,0.7706759165
291,5.80972846,-4.769783495,0.7706759165,-5.80972846,-4.769783495,0.7706759165
292,6.14972846,-4.769783495,0.7706759165,-6.14972846,-4.769783495,0.7706759165
293,6.49972846,-4.769783495,0.7706759165,-6.49972846,-4.769783495,0.7706759165
294,6.85972846,-4.769783495,0.7706759165,-6.85972846,-4.769783495,0.7706759165
295,7.22972846,-4.769783495,0.7706759165,-7.22972846,-4.769783495,0.7706759165
296,7.60972846,-4.769783495,0.7706759165,-7.60972846,-4.769783495,0.7706759165
297,7.99972846,-4.769783495,0.7706759165,-7.99972846,-4.769783495,0.7706759165
298,8.39972846,-4.769783495,0.7706759165,-8.39972846,-4.769783495,0.7706759165
299,8.80972846,-4.769783495,0.7706759165,-8.80972846,-4.769783495,0.7706759165
300,9.22972846,-4.769783495,0.7706759165,-9.22972846,-4.769783495,0.7706759165
301,9.65972846,-4.769783495,0.7706759165,-9.65972846,-4.769783495,0.7706759165
302,10.09972846,-4.769783495,0.7706759165,-10.09972846,-4.769783495,0.7706759165
303,10.54972846,-4.769783495,0.7706759165,-10.54972846,-4.769783495,0.7706759165
304,10.09972846,-4.769783495,0.7706759165,-10.09972846,-4.769783495,0.7706759165
305,9.65972846,-4.769783495,0.7706759165,-9.65972846,-4.769783495,0.7706759165
306,9.22972846,-4.769783495,0.7706759165,-9.22972846,-4.769783495,0.7706759165
307,8.80972846,-4.769783495,0.7706759165,-8.80972846,-4.769783495,0.7706759165
308,8.39972846,-4.769783495,0.7706759165,-8.39972846,-4.769783495,0.7706759165
309,7.99972846,-4.769783495,0.7706759165,-7.99972846,-4.769783495,0.7706759165
310,7.60972846,-4.769783495,0.7706759165,-7.60972846,-4.769783495,0.7706759165
311,7.22972846,-4.769783495,0.7706759165,-7.22972846,-4.769783495,0.7706759165
312,6.85972846,-4.769783495,0.7706759165,-6.85972846,-4.769783495,0.7706759165
313,6.49972846,-4.769783495,0.7706759165,-6.49972846,-4.769783495,0.7706759165
314,6.14972846,-4.769783495,0.7706759165,-6.14972846,-4.769783495,0.7706759165
315,5.80972846,-4.769783495,0.7706759165,-5.80972846,-4.769783495,0.7706759165
316,5.47972846,-4.769783495,0.7706759165,-5.47972846,-4.769783495,0.7706759165
