Dynamic Position,Egt2RightPosX:,Egt2RightPosY:,Egt2RightPosZ:,Egt2LeftPosX:,Egt2LeftPosY:,Egt2LeftPosZ:
82,0.8946833941,-1.879555934,0.7873293963,-0.8946833941,-1.879555934,0.7873293963
83,0.7446833941,-1.879555934,0.7873293963,-0.7446833941,-1.879555934,0.7873293963
84,0.6846833941,-1.879555934,0.7873293963,-0.6846833941,-1.879555934,0.7873293963
85,0.6346833941,-1.879555934,0.7873293963,-0.6346833941,-1.879555934,0.7873293963
86,0.5946833941,-1.879555934,0.7873293963,-0.5946833941,-1.879555934,0.7873293963
87,0.5646833941,-1.879555934,0.7873293963,-0.5646833941,-1.879555934,0.7873293963
88,0.5446833941,-1.879555934,0.7873293963,-0.5446833941,-1.879555934,0.7873293963
89,0.5646833941,-1.879555934,0.7873293963,,-1.879555934,0.7873293963
90,0.5946833941,-1.879555934,0.7873293963,-0.5946833941,-1.879555934,0.7873293963
91,0.6346833941,-1.879555934,0.7873293963,-0.6346833941,-1.879555934,0.7873293963
92,0.6846833941,-1.879555934,0.7873293963,-0.6846833941,-1.879555934,0.7873293963
93,0.7446833941,-1.879555934,0.7873293963,-0.7446833941,-1.879555934,0.7873293963
94,0.8946833941,-1.879555934,0.7873293963,-0.8946833941,-1.879555934,0.7873293963
95,0.9846833941,-1.879555934,0.7873293963,-0.9846833941,-1.879555934,0.7873293963
96,1.084683394,-1.879555934,0.7873293963,-1.084683394,-1.879555934,0.7873293963
97,1.194683394,-1.879555934,0.7873293963,-1.194683394,-1.879555934,0.7873293963
98,1.314683394,-1.879555934,0.7873293963,-1.314683394,-1.879555934,0.7873293963
99,1.444683394,-1.879555934,0.7873293963,-1.444683394,-1.879555934,0.7873293963
100,1.584683394,-1.879555934,0.7873293963,-1.584683394,-1.879555934,0.7873293963
101,1.734683394,-1.879555934,0.7873293963,-1.734683394,-1.879555934,0.7873293963
102,1.894683394,-1.879555934,0.7873293963,-1.894683394,-1.879555934,0.7873293963
103,2.064683394,-1.879555934,0.7873293963,-2.064683394,-1.879555934,0.7873293963
104,2.244683394,-1.879555934,0.7873293963,-2.244683394,-1.879555934,0.7873293963
105,2.434683394,-1.879555934,0.7873293963,-2.434683394,-1.879555934,0.7873293963
106,2.634683394,-1.879555934,0.7873293963,-2.634683394,-1.879555934,0.7873293963
107,2.844683394,-1.879555934,0.7873293963,-2.844683394,-1.879555934,0.7873293963
108,3.064683394,-1.879555934,0.7873293963,-3.064683394,-1.879555934,0.7873293963
109,3.294683394,-1.879555934,0.7873293963,-3.294683394,-1.879555934,0.7873293963
110,3.534683394,-1.879555934,0.7873293963,-3.534683394,-1.879555934,0.7873293963
111,3.784683394,-1.879555934,0.7873293963,-3.784683394,-1.879555934,0.7873293963
112,4.044683394,-1.879555934,0.7873293963,-4.044683394,-1.879555934,0.7873293963
113,4.314683394,-1.879555934,0.7873293963,-4.314683394,-1.879555934,0.7873293963
114,4.594683394,-1.879555934,0.7873293963,-4.594683394,-1.879555934,0.7873293963
115,4.884683394,-1.879555934,0.7873293963,-4.884683394,-1.879555934,0.7873293963
116,5.184683394,-1.879555934,0.7873293963,-5.184683394,-1.879555934,0.7873293963
117,5.494683394,-1.879555934,0.7873293963,-5.494683394,-1.879555934,0.7873293963
118,5.814683394,-1.879555934,0.7873293963,-5.814683394,-1.879555934,0.7873293963
119,6.144683394,-1.879555934,0.7873293963,-6.144683394,-1.879555934,0.7873293963
120,6.484683394,-1.879555934,0.7873293963,-6.484683394,-1.879555934,0.7873293963
121,6.834683394,-1.879555934,0.7873293963,-6.834683394,-1.879555934,0.7873293963
122,7.194683394,-1.879555934,0.7873293963,-7.194683394,-1.879555934,0.7873293963
123,7.564683394,-1.879555934,0.7873293963,-7.564683394,-1.879555934,0.7873293963
124,7.944683394,-1.879555934,0.7873293963,-7.944683394,-1.879555934,0.7873293963
125,8.334683394,-1.879555934,0.7873293963,-8.334683394,-1.879555934,0.7873293963
126,8.734683394,-1.879555934,0.7873293963,-8.734683394,-1.879555934,0.7873293963
127,9.144683394,-1.879555934,0.7873293963,-9.144683394,-1.879555934,0.7873293963
128,9.564683394,-1.879555934,0.7873293963,-9.564683394,-1.879555934,0.7873293963
129,9.994683394,-1.879555934,0.7873293963,-9.994683394,-1.879555934,0.7873293963
130,10.43468339,-1.879555934,0.7873293963,-10.43468339,-1.879555934,0.7873293963
131,10.88468339,-1.879555934,0.7873293963,-10.88468339,-1.879555934,0.7873293963
132,10.43468339,-1.879555934,0.7873293963,-10.43468339,-1.879555934,0.7873293963
133,9.994683394,-1.879555934,0.7873293963,-9.994683394,-1.879555934,0.7873293963
134,9.564683394,-1.879555934,0.7873293963,-9.564683394,-1.879555934,0.7873293963
135,9.144683394,-1.879555934,0.7873293963,-9.144683394,-1.879555934,0.7873293963
136,8.734683394,-1.879555934,0.7873293963,-8.734683394,-1.879555934,0.7873293963
137,8.334683394,-1.879555934,0.7873293963,-8.334683394,-1.879555934,0.7873293963
138,7.944683394,-1.879555934,0.7873293963,-7.944683394,-1.879555934,0.7873293963
139,7.564683394,-1.879555934,0.7873293963,-7.564683394,-1.879555934,0.7873293963
140,7.194683394,-1.879555934,0.7873293963,-7.194683394,-1.879555934,0.7873293963
141,6.834683394,-1.879555934,0.7873293963,-6.834683394,-1.879555934,0.7873293963
142,6.484683394,-1.879555934,0.7873293963,-6.484683394,-1.879555934,0.7873293963
143,6.144683394,-1.879555934,0.7873293963,-6.144683394,-1.879555934,0.7873293963
144,5.814683394,-1.879555934,0.7873293963,-5.814683394,-1.879555934,0.7873293963
145,5.494683394,-1.879555934,0.7873293963,-5.494683394,-1.879555934,0.7873293963
146,5.184683394,-1.879555934,0.7873293963,-5.184683394,-1.879555934,0.7873293963
147,4.884683394,-1.879555934,0.7873293963,-4.884683394,-1.879555934,0.7873293963
148,4.594683394,-1.879555934,0.7873293963,-4.594683394,-1.879555934,0.7873293963
149,4.314683394,-1.879555934,0.7873293963,-4.314683394,-1.879555934,0.7873293963
150,4.044683394,-1.879555934,0.7873293963,-4.044683394,-1.879555934,0.7873293963
151,3.784683394,-1.879555934,0.7873293963,-3.784683394,-1.879555934,0.7873293963
152,3.534683394,-1.879555934,0.7873293963,-3.534683394,-1.879555934,0.7873293963
153,3.294683394,-1.879555934,0.7873293963,-3.294683394,-1.879555934,0.7873293963
154,3.064683394,-1.879555934,0.7873293963,-3.064683394,-1.879555934,0.7873293963
155,2.844683394,-1.879555934,0.7873293963,-2.844683394,-1.879555934,0.7873293963
156,2.634683394,-1.879555934,0.7873293963,-2.634683394,-1.879555934,0.7873293963
157,2.434683394,-1.879555934,0.7873293963,-2.434683394,-1.879555934,0.7873293963
158,2.244683394,-1.879555934,0.7873293963,-2.244683394,-1.879555934,0.7873293963
159,2.064683394,-1.879555934,0.7873293963,-2.064683394,-1.879555934,0.7873293963
160,1.894683394,-1.879555934,0.7873293963,-1.894683394,-1.879555934,0.7873293963
161,1.734683394,-1.879555934,0.7873293963,-1.734683394,-1.879555934,0.7873293963
162,1.584683394,-1.879555934,0.7873293963,-1.584683394,-1.879555934,0.7873293963
163,1.444683394,-1.879555934,0.7873293963,-1.444683394,-1.879555934,0.7873293963
164,1.314683394,-1.879555934,0.7873293963,-1.314683394,-1.879555934,0.7873293963
165,1.194683394,-1.879555934,0.7873293963,-1.194683394,-1.879555934,0.7873293963
166,1.084683394,-1.879555934,0.7873293963,-1.084683394,-1.879555934,0.7873293963
167,0.9846833941,-1.879555934,0.7873293963,-0.9846833941,-1.879555934,0.7873293963
168,0.8946833941,-1.879555934,0.7873293963,-0.8946833941,-1.879555934,0.7873293963
169,0.6846833941,-1.879555934,0.7873293963,-0.6846833941,-1.879555934,0.7873293963
170,0.6346833941,-1.879555934,0.7873293963,-0.6346833941,-1.879555934,0.7873293963
171,0.5946833941,-1.879555934,0.7873293963,-0.5946833941,-1.879555934,0.7873293963
172,0.5646833941,-1.879555934,0.7873293963,-0.5646833941,-1.879555934,0.7873293963
173,0.5446833941,-1.879555934,0.7873293963,-0.5446833941,-1.879555934,0.7873293963
174,0.5646833941,-1.879555934,0.7873293963,-0.5646833941,-1.879555934,0.7873293963
175,0.5446833941,-1.879555934,0.7873293963,-0.5446833941,-1.879555934,0.7873293963
176,0.5646833941,-1.879555934,0.7873293963,-0.5646833941,-1.879555934,0.7873293963
177,0.5946833941,-1.879555934,0.7873293963,-0.5946833941,-1.879555934,0.7873293963
178,0.6346833941,-1.879555934,0.7873293963,-0.6346833941,-1.879555934,0.7873293963
179,0.6846833941,-1.879555934,0.7873293963,-0.6846833941,-1.879555934,0.7873293963
180,0.8946833941,-1.879555934,0.7873293963,-0.8946833941,-1.879555934,0.7873293963
181,0.9846833941,-1.879555934,0.7873293963,-0.9846833941,-1.879555934,0.7873293963
182,1.084683394,-1.879555934,0.7873293963,-1.084683394,-1.879555934,0.7873293963
183,1.194683394,-1.879555934,0.7873293963,-1.194683394,-1.879555934,0.7873293963
184,1.314683394,-1.879555934,0.7873293963,-1.314683394,-1.879555934,0.7873293963
185,1.444683394,-1.879555934,0.7873293963,-1.444683394,-1.879555934,0.7873293963
186,1.584683394,-1.879555934,0.7873293963,-1.584683394,-1.879555934,0.7873293963
187,1.734683394,-1.879555934,0.7873293963,-1.734683394,-1.879555934,0.7873293963
188,1.894683394,-1.879555934,0.7873293963,-1.894683394,-1.879555934,0.7873293963
189,2.064683394,-1.879555934,0.7873293963,-2.064683394,-1.879555934,0.7873293963
190,2.244683394,-1.879555934,0.7873293963,-2.244683394,-1.879555934,0.7873293963
191,2.434683394,-1.879555934,0.7873293963,-2.434683394,-1.879555934,0.7873293963
192,2.634683394,-1.879555934,0.7873293963,-2.634683394,-1.879555934,0.7873293963
193,2.844683394,-1.879555934,0.7873293963,-2.844683394,-1.879555934,0.7873293963
194,3.064683394,-1.879555934,0.7873293963,-3.064683394,-1.879555934,0.7873293963
195,3.294683394,-1.879555934,0.7873293963,-3.294683394,-1.879555934,0.7873293963
196,3.534683394,-1.879555934,0.7873293963,-3.534683394,-1.879555934,0.7873293963
197,3.784683394,-1.879555934,0.7873293963,-3.784683394,-1.879555934,0.7873293963
198,4.044683394,-1.879555934,0.7873293963,-4.044683394,-1.879555934,0.7873293963
199,4.314683394,-1.879555934,0.7873293963,-4.314683394,-1.879555934,0.7873293963
200,4.594683394,-1.879555934,0.7873293963,-4.594683394,-1.879555934,0.7873293963
201,4.884683394,-1.879555934,0.7873293963,-4.884683394,-1.879555934,0.7873293963
202,5.184683394,-1.879555934,0.7873293963,-5.184683394,-1.879555934,0.7873293963
203,5.494683394,-1.879555934,0.7873293963,-5.494683394,-1.879555934,0.7873293963
204,5.814683394,-1.879555934,0.7873293963,-5.814683394,-1.879555934,0.7873293963
205,6.144683394,-1.879555934,0.7873293963,-6.144683394,-1.879555934,0.7873293963
206,6.484683394,-1.879555934,0.7873293963,-6.484683394,-1.879555934,0.7873293963
207,6.834683394,-1.879555934,0.7873293963,-6.834683394,-1.879555934,0.7873293963
208,7.194683394,-1.879555934,0.7873293963,-7.194683394,-1.879555934,0.7873293963
209,7.564683394,-1.879555934,0.7873293963,-7.564683394,-1.879555934,0.7873293963
210,7.944683394,-1.879555934,0.7873293963,-7.944683394,-1.879555934,0.7873293963
211,8.334683394,-1.879555934,0.7873293963,-8.334683394,-1.879555934,0.7873293963
212,8.734683394,-1.879555934,0.7873293963,-8.734683394,-1.879555934,0.7873293963
213,9.144683394,-1.879555934,0.7873293963,-9.144683394,-1.879555934,0.7873293963
214,9.564683394,-1.879555934,0.7873293963,-9.564683394,-1.879555934,0.7873293963
215,9.994683394,-1.879555934,0.7873293963,-9.994683394,-1.879555934,0.7873293963
216,10.43468339,-1.879555934,0.7873293963,-10.43468339,-1.879555934,0.7873293963
217,10.88468339,-1.879555934,0.7873293963,-10.88468339,-1.879555934,0.7873293963
218,10.43468339,-1.879555934,0.7873293963,-10.43468339,-1.879555934,0.7873293963
219,9.994683394,-1.879555934,0.7873293963,-9.994683394,-1.879555934,0.7873293963
220,9.564683394,-1.879555934,0.7873293963,-9.564683394,-1.879555934,0.7873293963
221,9.144683394,-1.879555934,0.7873293963,-9.144683394,-1.879555934,0.7873293963
222,8.734683394,-1.879555934,0.7873293963,-8.734683394,-1.879555934,0.7873293963
223,8.334683394,-1.879555934,0.7873293963,-8.334683394,-1.879555934,0.7873293963
224,7.944683394,-1.879555934,0.7873293963,-7.944683394,-1.879555934,0.7873293963
225,7.564683394,-1.879555934,0.7873293963,-7.564683394,-1.879555934,0.7873293963
226,7.194683394,-1.879555934,0.7873293963,-7.194683394,-1.879555934,0.7873293963
227,6.834683394,-1.879555934,0.7873293963,-6.834683394,-1.879555934,0.7873293963
228,6.484683394,-1.879555934,0.7873293963,-6.484683394,-1.879555934,0.7873293963
229,6.144683394,-1.879555934,0.7873293963,-6.144683394,-1.879555934,0.7873293963
230,5.814683394,-1.879555934,0.7873293963,-5.814683394,-1.879555934,0.7873293963
231,5.494683394,-1.879555934,0.7873293963,-5.494683394,-1.879555934,0.7873293963
232,5.184683394,-1.879555934,0.7873293963,-5.184683394,-1.879555934,0.7873293963
233,4.884683394,-1.879555934,0.7873293963,-4.884683394,-1.879555934,0.7873293963
234,4.594683394,-1.879555934,0.7873293963,-4.594683394,-1.879555934,0.7873293963
235,4.314683394,-1.879555934,0.7873293963,-4.314683394,-1.879555934,0.7873293963
236,4.044683394,-1.879555934,0.7873293963,-4.044683394,-1.879555934,0.7873293963
237,3.784683394,-1.879555934,0.7873293963,-3.784683394,-1.879555934,0.7873293963
238,3.534683394,-1.879555934,0.7873293963,-3.534683394,-1.879555934,0.7873293963
239,3.294683394,-1.879555934,0.7873293963,-3.294683394,-1.879555934,0.7873293963
240,3.064683394,-1.879555934,0.7873293963,-3.064683394,-1.879555934,0.7873293963
241,2.844683394,-1.879555934,0.7873293963,-2.844683394,-1.879555934,0.7873293963
242,2.634683394,-1.879555934,0.7873293963,-2.634683394,-1.879555934,0.7873293963
243,2.434683394,-1.879555934,0.7873293963,-2.434683394,-1.879555934,0.7873293963
244,2.244683394,-1.879555934,0.7873293963,-2.244683394,-1.879555934,0.7873293963
245,2.064683394,-1.879555934,0.7873293963,-2.064683394,-1.879555934,0.7873293963
246,1.894683394,-1.879555934,0.7873293963,-1.894683394,-1.879555934,0.7873293963
247,1.734683394,-1.879555934,0.7873293963,-1.734683394,-1.879555934,0.7873293963
248,1.584683394,-1.879555934,0.7873293963,-1.584683394,-1.879555934,0.7873293963
249,1.444683394,-1.879555934,0.7873293963,-1.444683394,-1.879555934,0.7873293963
250,1.314683394,-1.879555934,0.7873293963,-1.314683394,-1.879555934,0.7873293963
251,1.194683394,-1.879555934,0.7873293963,-1.194683394,-1.879555934,0.7873293963
252,1.084683394,-1.879555934,0.7873293963,-1.084683394,-1.879555934,0.7873293963
253,0.9846833941,-1.879555934,0.7873293963,-0.9846833941,-1.879555934,0.7873293963
254,0.8946833941,-1.879555934,0.7873293963,-0.8946833941,-1.879555934,0.7873293963
255,0.6346833941,-1.879555934,0.7873293963,-0.6346833941,-1.879555934,0.7873293963
256,0.5946833941,-1.879555934,0.7873293963,-0.5946833941,-1.879555934,0.7873293963
257,0.5646833941,-1.879555934,0.7873293963,-0.5646833941,-1.879555934,0.7873293963
258,0.5446833941,-1.879555934,0.7873293963,-0.5446833941,-1.879555934,0.7873293963
259,0.5646833941,-1.879555934,0.7873293963,-0.5646833941,-1.879555934,0.7873293963
260,0.5446833941,-1.879555934,0.7873293963,-0.5446833941,-1.879555934,0.7873293963
261,0.5646833941,-1.879555934,0.7873293963,-0.5646833941,-1.879555934,0.7873293963
262,0.5446833941,-1.879555934,0.7873293963,-0.5446833941,-1.879555934,0.7873293963
263,0.5646833941,-1.879555934,0.7873293963,-0.5646833941,-1.879555934,0.7873293963
264,0.5946833941,-1.879555934,0.7873293963,-0.5946833941,-1.879555934,0.7873293963
265,0.6346833941,-1.879555934,0.7873293963,-0.6346833941,-1.879555934,0.7873293963
266,0.8946833941,-1.879555934,0.7873293963,-0.8946833941,-1.879555934,0.7873293963
267,0.9846833941,-1.879555934,0.7873293963,-0.9846833941,-1.879555934,0.7873293963
268,1.084683394,-1.879555934,0.7873293963,-1.084683394,-1.879555934,0.7873293963
269,1.194683394,-1.879555934,0.7873293963,-1.194683394,-1.879555934,0.7873293963
270,1.314683394,-1.879555934,0.7873293963,-1.314683394,-1.879555934,0.7873293963
271,1.444683394,-1.879555934,0.7873293963,-1.444683394,-1.879555934,0.7873293963
272,1.584683394,-1.879555934,0.7873293963,-1.584683394,-1.879555934,0.7873293963
273,1.734683394,-1.879555934,0.7873293963,-1.734683394,-1.879555934,0.7873293963
274,1.894683394,-1.879555934,0.7873293963,-1.894683394,-1.879555934,0.7873293963
275,2.064683394,-1.879555934,0.7873293963,-2.064683394,-1.879555934,0.7873293963
276,2.244683394,-1.879555934,0.7873293963,-2.244683394,-1.879555934,0.7873293963
277,2.434683394,-1.879555934,0.7873293963,-2.434683394,-1.879555934,0.7873293963
278,2.634683394,-1.879555934,0.7873293963,-2.634683394,-1.879555934,0.7873293963
279,2.844683394,-1.879555934,0.7873293963,-2.844683394,-1.879555934,0.7873293963
280,3.064683394,-1.879555934,0.7873293963,-3.064683394,-1.879555934,0.7873293963
281,3.294683394,-1.879555934,0.7873293963,-3.294683394,-1.879555934,0.7873293963
282,3.534683394,-1.879555934,0.7873293963,-3.534683394,-1.879555934,0.7873293963
283,3.784683394,-1.879555934,0.7873293963,-3.784683394,-1.879555934,0.7873293963
284,4.044683394,-1.879555934,0.7873293963,-4.044683394,-1.879555934,0.7873293963
285,4.314683394,-1.879555934,0.7873293963,-4.314683394,-1.879555934,0.7873293963
286,4.594683394,-1.879555934,0.7873293963,-4.594683394,-1.879555934,0.7873293963
287,4.884683394,-1.879555934,0.7873293963,-4.884683394,-1.879555934,0.7873293963
288,5.184683394,-1.879555934,0.7873293963,-5.184683394,-1.879555934,0.7873293963
289,5.494683394,-1.879555934,0.7873293963,-5.494683394,-1.879555934,0.7873293963
290,5.814683394,-1.879555934,0.7873293963,-5.814683394,-1.879555934,0.7873293963
291,6.144683394,-1.879555934,0.7873293963,-6.144683394,-1.879555934,0.7873293963
292,6.484683394,-1.879555934,0.7873293963,-6.484683394,-1.879555934,0.7873293963
293,6.834683394,-1.879555934,0.7873293963,-6.834683394,-1.879555934,0.7873293963
294,7.194683394,-1.879555934,0.7873293963,-7.194683394,-1.879555934,0.7873293963
295,7.564683394,-1.879555934,0.7873293963,-7.564683394,-1.879555934,0.7873293963
296,7.944683394,-1.879555934,0.7873293963,-7.944683394,-1.879555934,0.7873293963
297,8.334683394,-1.879555934,0.7873293963,-8.334683394,-1.879555934,0.7873293963
298,8.734683394,-1.879555934,0.7873293963,-8.734683394,-1.879555934,0.7873293963
299,9.144683394,-1.879555934,0.7873293963,-9.144683394,-1.879555934,0.7873293963
300,9.564683394,-1.879555934,0.7873293963,-9.564683394,-1.879555934,0.7873293963
301,9.994683394,-1.879555934,0.7873293963,-9.994683394,-1.879555934,0.7873293963
302,10.43468339,-1.879555934,0.7873293963,-10.43468339,-1.879555934,0.7873293963
303,10.88468339,-1.879555934,0.7873293963,-10.88468339,-1.879555934,0.7873293963
304,10.43468339,-1.879555934,0.7873293963,-10.43468339,-1.879555934,0.7873293963
305,9.994683394,-1.879555934,0.7873293963,-9.994683394,-1.879555934,0.7873293963
306,9.564683394,-1.879555934,0.7873293963,-9.564683394,-1.879555934,0.7873293963
307,9.144683394,-1.879555934,0.7873293963,-9.144683394,-1.879555934,0.7873293963
308,8.734683394,-1.879555934,0.7873293963,-8.734683394,-1.879555934,0.7873293963
309,8.334683394,-1.879555934,0.7873293963,-8.334683394,-1.879555934,0.7873293963
310,7.944683394,-1.879555934,0.7873293963,-7.944683394,-1.879555934,0.7873293963
311,7.564683394,-1.879555934,0.7873293963,-7.564683394,-1.879555934,0.7873293963
312,7.194683394,-1.879555934,0.7873293963,-7.194683394,-1.879555934,0.7873293963
313,6.834683394,-1.879555934,0.7873293963,-6.834683394,-1.879555934,0.7873293963
314,6.484683394,-1.879555934,0.7873293963,-6.484683394,-1.879555934,0.7873293963
315,6.144683394,-1.879555934,0.7873293963,-6.144683394,-1.879555934,0.7873293963
316,5.814683394,-1.879555934,0.7873293963,-5.814683394,-1.879555934,0.7873293963
317,5.494683394,-1.879555934,0.7873293963,-5.494683394,-1.879555934,0.7873293963
